Id,category,adress,postcode,city,borough,neighbourhood,suburb,town,village,hamlet,road,road_reference
791128,road,"Calle Ricardo Vázquez Prada / Cai Ricardo Vázquez Prada, 33013 Oviedo, Spain",33013,Oviedo,,,La Ería,,,,Calle Ricardo Vázquez Prada / Cai Ricardo Vázquez Prada,
791129,road,"Calle Ricardo Vázquez Prada / Cai Ricardo Vázquez Prada, 33013 Oviedo, Spain",33013,Oviedo,,,La Ería,,,,Calle Ricardo Vázquez Prada / Cai Ricardo Vázquez Prada,
791130,road,"N-634R, 33580 Siero, Spain",33580,Siero,,,,,Siero,Les Faces,N-634R,N-634R
791131,road,"N-634R, 33580 Siero, Spain",33580,Siero,,,,,Siero,Les Faces,N-634R,N-634R
791132,road,"N-634R, 33580 Siero, Spain",33580,Siero,,,,,Siero,Les Faces,N-634R,N-634R
791133,road,"N-634R, 33580 Siero, Spain",33580,Siero,,,,,Siero,Les Faces,N-634R,N-634R
791134,road,"Calle Hornos Altos, 33900 Llangréu / Langreo, Spain",33900,,,,,Llangréu / Langreo,,La Capilla (La Felguera),Calle Hornos Altos,
791135,road,"Carretera de Gijón a Langreo, 33939 Llangréu / Langreo, Spain",33939,,,,,Llangréu / Langreo,Llangréu / Langreo,Gargantá,Carretera de Gijón a Langreo,AS-376
791137,road,"Calle Ricardo Vázquez Prada / Cai Ricardo Vázquez Prada, 33013 Oviedo, Spain",33013,Oviedo,,,La Ería,,,,Calle Ricardo Vázquez Prada / Cai Ricardo Vázquez Prada,
791138,road,"unnamed road, 33300 Villaviciosa, Spain",33300,,,,,Villaviciosa,,La Madrera,unnamed road,
791139,road,"unnamed road, 33300 Villaviciosa, Spain",33300,,,,,Villaviciosa,,La Madrera,unnamed road,
791140,road,"unnamed road, 33300 Villaviciosa, Spain",33300,,,,,Villaviciosa,,La Madrera,unnamed road,
791141,road,"unnamed road, 33300 Villaviciosa, Spain",33300,,,,,Villaviciosa,,La Madrera,unnamed road,
791142,road,"Carretera Alto La Llama - Colunga, 33320 Colunga, Spain",33320,,,,,,Colunga,Carrandi,Carretera Alto La Llama - Colunga,CL-2
791143,road,"Carretera Alto La Llama - Colunga, 33320 Colunga, Spain",33320,,,,,,Colunga,Carrandi,Carretera Alto La Llama - Colunga,CL-2
791145,road,"unnamed road, 33411 Illas, Spain",33411,Illas,,,,,Illas,Pidri,unnamed road,
791146,transportation,"parada de ciañu, Calle Marqués de San Feliz, 33909 Llangréu / Langreo, Spain",33909,,,El Pompián,Ciañu,Llangréu / Langreo,,,Calle Marqués de San Feliz,
791148,road,"Calle Marcelino Suárez, 33013 Oviedo, Spain",33013,Oviedo,,,L'Argañosa,,,,Calle Marcelino Suárez,
791150,road,"Camino de Miranda - Valparaíso, 33410 Avilés, Spain",33410,,,,,Avilés,,L'Aceba,Camino de Miranda - Valparaíso,
791151,road,"Avenida del Nalón, 33940 Samartín del Rei Aurelio, Spain",33940,,,,L'Entregu / El Entrego,Samartín del Rei Aurelio,,,Avenida del Nalón,
791152,road,"unnamed road, 33610 Mieres, Spain",33610,Mieres,,La Felguera (Turón),,,Mieres,El Cuitu,unnamed road,
791154,road,"Estación de Avilés, 33400 Avilés, Spain",33400,,,El Parrocho,Sabugo,Avilés,,,Estación de Avilés,
791157,road,"unnamed road, 33686 Aller, Spain",33686,Aller,,,,,Aller,Rozá,unnamed road,
791159,outdoors/recreation,"La Barganiza, Carretera de Pruvia a Noreña, 33423 Siero, Spain",33423,Siero,,,,,,La Barganiza,Carretera de Pruvia a Noreña,
791161,building,"Calle Médico Francisco Gomez, 7, 33740 Tapia de Casariego, Spain",33740,,,,,,Tapia de Casariego,El Viso,Calle Médico Francisco Gomez,
791162,building,"Calle Melquiades Álvarez, 40, 33930 Llangréu / Langreo, Spain",33930,,,Barrio de San José,La Felguera,Llangréu / Langreo,,,Calle Melquiades Álvarez,
791165,road,"unnamed road, 33825 Las Regueras, Spain",33825,Las Regueras,,,,,,Premoñu,unnamed road,
791166,road,"unnamed road, 33825 Las Regueras, Spain",33825,Las Regueras,,,,,,Premoñu,unnamed road,
791167,road,"unnamed road, 33825 Las Regueras, Spain",33825,Las Regueras,,,,,,Premoñu,unnamed road,
791168,road,"unnamed road, 33825 Las Regueras, Spain",33825,Las Regueras,,,,,,Premoñu,unnamed road,
791169,road,"unnamed road, 33825 Las Regueras, Spain",33825,Las Regueras,,,,,,Premoñu,unnamed road,
791173,road,"unnamed road, 33980 Laviana, Spain",33980,Laviana,,,,Pola de Laviana,,,unnamed road,
791174,building,"Carretera de la Carbonera, 16, 33210 Gijón, Spain",33210,Gijón,Distrito Llano,,,,,,Carretera de la Carbonera,
791175,road,"Carretera Cangas de Onís - Panes, 33589 Cangas de Onís, Spain",33589,Cangas de Onís,,,,,,Celoriu,Carretera Cangas de Onís - Panes,AS-114
791176,road,"Calle Curion, 33700 Valdés, Spain",33700,Valdés,,El Chanu,,Luarca / Ḷḷuarca,,Ribadebaxu,Calle Curion,
791178,road,"Calle Puerto de Pajares, 33980 Laviana, Spain",33980,Laviana,,Solavega,,Pola de Laviana,,,Calle Puerto de Pajares,
791179,road,"PI-13, Piloña, Spain",,Piloña,,,,,,Caldevilla (Sebares),PI-13,PI-13
791180,road,"unnamed road, 33820 Grau / Grado, Spain",33820,,,,,Grau / Grado,,Cuetu,unnamed road,
791181,road,"Senda del Oso, 33114 Proaza, Spain",33114,,,,,,Proaza,Pumariéu,Senda del Oso,
791183,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,,La Corrada,unnamed road,
791184,building,"Cai La Estación / Calle La Estación, 6, 33400 Avilés, Spain",33400,,,El Parrocho,Sabugo,Avilés,,,Cai La Estación / Calle La Estación,
791185,building,"Cai La Estación / Calle La Estación, 6, 33400 Avilés, Spain",33400,,,El Parrocho,Sabugo,Avilés,,,Cai La Estación / Calle La Estación,
791186,building,"Cai Cuadonga, 9, 33600 Mieres, Spain",33600,Mieres,,El Poliar,,,,La Fonte Les Xanes,Cai Cuadonga,
791187,commerce,"Bar Marios, Carretera Irún - Santiago, 33850 Salas, Spain",33850,,,,,Salas,,Cornellana / Corniana,Carretera Irún - Santiago,
791194,road,"Estación de Avilés, 33400 Avilés, Spain",33400,,,El Parrocho,Sabugo,Avilés,,,Estación de Avilés,
791195,building,"Calle Siglo XX, 18, 33208 Gijón, Spain",33208,Gijón,Distrito Llano,,,,,,Calle Siglo XX,
791196,road,"Calle Luis Hauzeur, 33405 Castrillón, Spain",33405,Castrillón,,,Salinas,Piedrasblancas,,,Calle Luis Hauzeur,
791200,road,"unnamed road, 33100 Oviedo, Spain",33100,Oviedo,,Grupo Coronel Esteban,,,,Sotu,unnamed road,
791204,unknown,"Molín de Piedrapico, RI-6, 33160 Riosa, Spain",33160,Riosa,,,,,Riosa,Nixeres,RI-6,
791205,road,"Estación de Avilés, 33400 Avilés, Spain",33400,,,El Parrocho,Sabugo,Avilés,,,Estación de Avilés,
791206,road,"Estación de Avilés, 33400 Avilés, Spain",33400,,,El Parrocho,Sabugo,Avilés,,,Estación de Avilés,
791208,road,"Estación de Avilés, 33400 Avilés, Spain",33400,,,El Parrocho,Sabugo,Avilés,,,Estación de Avilés,
791210,health,"Balsera, Calle Fernández Balsera, 14-16, 33402 Avilés, Spain",33402,,,,Sabugo,Avilés,,,Calle Fernández Balsera,
791531,road,"Calle de los Parrales, 37650 Las Casas del Conde, Spain",37650,,,,,,Las Casas del Conde,,Calle de los Parrales,
791578,building,"Calle Echegaray, 16, 33208 Gijón, Spain",33208,Gijón,Distrito Llano,,,,,,Calle Echegaray,
792132,road,"Calle Regino Escalera, 33180 Noreña, Spain",33180,,,,,,Noreña,,Calle Regino Escalera,
799128,building,"Calle Bermúdez de Castro, 51, 33011 Oviedo, Spain",33011,Oviedo,,,Teatinos,,,,Calle Bermúdez de Castro,
810096,commerce,"Greedy Grill, Avenida de Galicia, 33005 Oviedo, Spain",33005,Oviedo,,,Llamaquique,,,,Avenida de Galicia,
810162,building,"Calle Eleuterio Quintanilla, 38, 33208 Gijón, Spain",33208,Gijón,Distrito Llano,,,,,,Calle Eleuterio Quintanilla,
810780,road,"Calle Oviedo, 33980 Laviana, Spain",33980,Laviana,,Solavega,,Pola de Laviana,,,Calle Oviedo,
813887,building,"Calle Álava, 13, 33210 Gijón, Spain",33210,Gijón,Distrito Sur,,Pumarín,,,,Calle Álava,
814793,building,"Calle General Elorza, 30, 33001 Oviedo, Spain",33001,Oviedo,,,Llamaquique,,,,Calle General Elorza,
814801,road,"unnamed road, 33980 Laviana, Spain",33980,Laviana,,,,,,Muñera,unnamed road,
815084,building,"Calle Eleuterio Quintanilla, 73, 33209 Gijón, Spain",33209,Gijón,Distrito Llano,,,,,,Calle Eleuterio Quintanilla,
815361,road,"Calle Perú, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Perú,
819029,building,"Calle Anselmo Solar, 68, 33204 Gijón, Spain",33204,Gijón,Distrito Este,Les Mestes,Viesques,,,,Calle Anselmo Solar,
822037,road,"Calle Chile, 33011 Oviedo, Spain",33011,Oviedo,,,Montenuño,,,,Calle Chile,
822319,road,"Calle Corredoria Alta, 33011 Oviedo, Spain",33011,Oviedo,,,La Estrecha,,,,Calle Corredoria Alta,AS-381
823020,road,"Calle Noreña, 33010 Oviedo, Spain",33010,Oviedo,,,El Palais,,,,Calle Noreña,
823778,building,"Calle Munilla, 6, 33211 Gijón, Spain",33211,Gijón,Distrito Sur,,Pumarín,,,,Calle Munilla,
826094,building,"Calle Poeta Alfonso Camín, 6D, 33209 Gijón, Spain",33209,Gijón,Distrito Llano,,,,,,Calle Poeta Alfonso Camín,
826134,road,"Carretera Irún - Santiago, 33746 El Franco, Spain",33746,El Franco,,,,,El Franco,Pedra,Carretera Irún - Santiago,N-634
826863,road,"Camín de Los Caleros, 33210 Gijón, Spain",33210,Gijón,Distrito Sur,,Montevil,,,,Camín de Los Caleros,
827749,building,"Calle Félix Aramburu, 5, 33007 Oviedo, Spain",33007,Oviedo,,,Llamaquique,,,,Calle Félix Aramburu,
827992,road,"unnamed road, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,,,,,Robleo,unnamed road,
828196,road,"unnamed road, 33174 Oviedo, Spain",33174,Oviedo,,,,,,Sograndio Baxo,unnamed road,
829667,road,"unnamed road, 33204 Gijón, Spain",33204,Gijón,Distrito Este,Les Mestes,Viesques,,,,unnamed road,
829671,road,"unnamed road, 33204 Gijón, Spain",33204,Gijón,Distrito Este,Les Mestes,Viesques,,,,unnamed road,
829942,road,"Camino del Santuario, 33210 Gijón, Spain",33210,Gijón,Distrito Sur,,Contrueces,,,,Camino del Santuario,
829947,road,"Carretera del Obispo, 33210 Gijón, Spain",33210,Gijón,Distrito Sur,,Contrueces,,,,Carretera del Obispo,
864829,road,"unnamed road, 33300 Villaviciosa, Spain",33300,,,,,Villaviciosa,,Lugás,unnamed road,
865059,road,"unnamed road, 33314 Villaviciosa, Spain",33314,,,,,Villaviciosa,,Silva,unnamed road,
879291,road,"unnamed road, 33190 Las Regueras, Spain",33190,Las Regueras,,,,,,Mariñes,unnamed road,
886293,commerce,"TOCbikes, Calle Postigo Bajo, 50, 33009 Oviedo, Spain",33009,Oviedo,,Colonia Marqués de San Feliz,El Postigo,,,,Calle Postigo Bajo,
897274,building,"Calle del Piles, 13, 33204 Gijón, Spain",33204,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle del Piles,
898344,commerce,"Restaurante El Regueral, Calle Pelayo, 15, 33690 Llanera, Spain",33690,Llanera,,,Lugo de Llanera,,,,Calle Pelayo,
898820,road,"Camín de Caldones, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,,,,,Caldones,Camín de Caldones,
903998,road,"Avenida del Mar Cantábrico, 33209 Gijón, Spain",33209,Gijón,Distrito Este,,Ceares / Ciares,,,,Avenida del Mar Cantábrico,
906092,road,"unnamed road, 33316 Villaviciosa, Spain",33316,,,,,Villaviciosa,,,unnamed road,
906309,road,"Urbanización Monte Alto, 33012 Oviedo, Spain",33012,Oviedo,,,La Florida,,,,Urbanización Monte Alto,
909777,road,"Camín de Les Cortines, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,,,,,San Pelayo,Camín de Les Cortines,
910977,road,"Caleya del Río, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,Santurio,,,,Carceo (Santurio),Caleya del Río,
913683,building,"Calle Pintor Orlando Pelayo, 15, 33204 Gijón, Spain",33204,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle Pintor Orlando Pelayo,
913946,building,"Calle Río San Pedro, 4, 33001 Oviedo, Spain",33001,Oviedo,,,Casco Antiguo,,,,Calle Río San Pedro,
914431,building,"Calle Mariscal Solís, 14, 33012 Oviedo, Spain",33012,Oviedo,,,El Vallobín,,,,Calle Mariscal Solís,
914453,building,"Calle Azcárraga, 17, 33010 Oviedo, Spain",33010,Oviedo,,Colonia Marqués de San Feliz,El Postigo,,,,Calle Azcárraga,
914703,building,"Calle Río Sil, 13, 33210 Gijón, Spain",33210,Gijón,Distrito Sur,,Contrueces,,,,Calle Río Sil,
914753,road,"Calle Fernando Poo, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Fernando Poo,
915316,road,"Calle Barrizales, 47686 Melgar de Arriba, Spain",47686,,,,,,Melgar de Arriba,,Calle Barrizales,
915338,road,"AS-332, 33310 Villaviciosa, Spain",33310,,,,,Villaviciosa,,La Infiesta,AS-332,
917783,road,"Carretera Puertas - Panes, por Villanueva, 33598 Llanes, Spain",33598,,,,,Llanes,,La Borbolla,"Carretera Puertas - Panes, por Villanueva",AS-343
919206,commerce,"Pollería Ramos, Magnus Blikstad, 33271 Gijón, Spain",33271,Gijón,Distrito Centro,,Laviada,,,,Magnus Blikstad,
920014,road,"unnamed road, Colunga, Spain",,,,,,,Colunga,Castiellu de Llue,unnamed road,
923514,road,"Carretera Peruyera - Grandarrasa, 33510 Siero, Spain",33510,Siero,,,,,Siero,Taraña,Carretera Peruyera - Grandarrasa,SI-15
924583,road,"Avenida José Cima, 33429 Oviedo, Spain",33429,Oviedo,,,Colloto / Cualloto,,,,Avenida José Cima,
925473,road,"Carretera de Pravia a Somao, 33120 Pravia, Spain",33120,,,,,Pravia,,Bances,Carretera de Pravia a Somao,AS-368
926684,road,"unnamed road, 33314 Villaviciosa, Spain",33314,,,,,Villaviciosa,,Manzanéu,unnamed road,
926949,road,"Carretera de Gijón a Langreo, 33390 Siero, Spain",33390,Siero,,,,,,Llantones,Carretera de Gijón a Langreo,AS-376
928207,building,"Calle Vicente Jove, 29, 33212 Gijón, Spain",33212,Gijón,Distrito Oeste,,El Natahoyo,,,,Calle Vicente Jove,
951101,road,"Calle Concejo de Teverga, 33204 Gijón, Spain",33204,Gijón,Distrito Este,,Viesques,,,,Calle Concejo de Teverga,
967514,road,"Camin de La Piñera, 33510 Siero, Spain",33510,Siero,,,,,,La Piñera,Camin de La Piñera,
972921,outdoors/recreation,"Area Autocaravanas La Corredoria, Calle Daniel Moyano, 8, 33011 Oviedo, Spain",33011,Oviedo,,,La Corredoria,,,,Calle Daniel Moyano,
973252,commerce,"Muebles FHOA, Calle del General Elorza, 33001 Oviedo, Spain",33001,Oviedo,,Colonia Marqués de San Feliz,Casco Antiguo,,,,Calle del General Elorza,
978205,building,"Calle Emilio Tuya, 47, 33203 Gijón, Spain",33203,Gijón,Distrito Este,El Bibio,L'Arena,,,,Calle Emilio Tuya,
978716,road,"unnamed road, 33990 Caso, Spain",33990,Caso,,,,,,Gobezanes,unnamed road,
978926,road,"unnamed road, 33204 Gijón, Spain",33204,Gijón,Distrito Este,Les Mestes,Viesques,,,,unnamed road,
979679,building,"Avenida de Pablo Iglesias, 36, 33205 Gijón, Spain",33205,Gijón,Distrito Este,,Centro,,,,Avenida de Pablo Iglesias,
989435,road,"Calle Antón de Marirreguera, 33416 Corvera de Asturias, Spain",33416,Corvera de Asturias,,,,,Corvera de Asturias,Santa Cruz,Calle Antón de Marirreguera,
989444,road,"unnamed road, 33190 Las Regueras, Spain",33190,Las Regueras,,,,,,Tamargu,unnamed road,
989707,building,"Calle Santiago de Compostela, 12, 33001 Oviedo, Spain",33001,Oviedo,,,Prados de la Fuente,,,,Calle Santiago de Compostela,
989821,building,"Lugar Rioturbio Nuevo, 15, 33614 Mieres, Spain",33614,Mieres,,,,,Mieres,El Vescón (Santa Rosa),Lugar Rioturbio Nuevo,
990028,road,"Camino Rozaes - Cantu la Teya- La Roza, forma parte del PR-AS-143, 33162 Morcín, Spain",33162,Morcín,,,,,,La Roza,"Camino Rozaes - Cantu la Teya- La Roza, forma parte del PR-AS-143",
990763,building,"Calle Consistorio, 5, 47686 Melgar de Arriba, Spain",47686,,,,,,Melgar de Arriba,,Calle Consistorio,
993087,building,"Calle Uría, 27, 33202 Gijón, Spain",33202,Gijón,Distrito Centro,,Centro,,,,Calle Uría,
995304,building,"Avenida de Pando, 23, 33011 Oviedo, Spain",33011,Oviedo,,Tocote,Pumarín,,,,Avenida de Pando,
998680,road,"unnamed road, Villaviciosa, Spain",,,,,,Villaviciosa,Villaviciosa,La Viña,unnamed road,
998711,road,"unnamed road, 33491 Carreño, Spain",33491,Carreño,,,,,,Bárzana,unnamed road,
1005071,building,"Avenida de la Costa, 53D, 33205 Gijón, Spain",33205,Gijón,Distrito Centro,,Centro,,,,Avenida de la Costa,
1005279,road,"Calle el Campo, Vallecillo, Spain",,,,,,,Vallecillo,,Calle el Campo,
1020267,building,"Calle Ramón y Cajal, 20, 33202 Gijón, Spain",33202,Gijón,Distrito Este,,El Coto,,,,Calle Ramón y Cajal,
1021624,road,"Calle León, Vallecillo, Spain",,,,,,,Vallecillo,,Calle León,
1021874,road,"CB-6, 33310 Cabranes, Spain",33310,Cabranes,,,,,Cabranes,Fresnéu,CB-6,CB-6
1022413,road,"unnamed road, 33660 Mieres, Spain",33660,Mieres,,,,,,Vega de San Pedro,unnamed road,
1022445,road,"Camino del Alto de la Cruz, 33390 Gijón, Spain",33390,Gijón,,,,,,Llantones,Camino del Alto de la Cruz,
1025392,road,"Calle la Cueva, Vallecillo, Spain",,,,,,,Vallecillo,,Calle la Cueva,
1026212,road,"Avenida de La Constitución, 33950 Samartín del Rei Aurelio, Spain",33950,,,El Serrallo,,Samartín del Rei Aurelio,Samartín del Rei Aurelio,El Pontón,Avenida de La Constitución,AS-387
1026258,commerce,"Lupa, Calle Nocedillo, 26, 26140 Lardero, Spain",26140,,,,Villapatro,Lardero,,,Calle Nocedillo,
1026648,road,"Calle Pepe Blanco, 26140 Lardero, Spain",26140,,,Urbanización Las Sabinas,Villapatro,Lardero,,,Calle Pepe Blanco,
1026650,road,"Calle Pepe Blanco, 26140 Lardero, Spain",26140,,,Urbanización Las Sabinas,Villapatro,Lardero,,,Calle Pepe Blanco,
1026654,road,"Calle Pepe Blanco, 26140 Lardero, Spain",26140,,,Urbanización Las Sabinas,Villapatro,Lardero,,,Calle Pepe Blanco,
1026658,road,"Calle Pepe Blanco, 26140 Lardero, Spain",26140,,,Urbanización Las Sabinas,Villapatro,Lardero,,,Calle Pepe Blanco,
1026661,commerce,"Lupa, Calle Nocedillo, 26, 26140 Lardero, Spain",26140,,,,Villapatro,Lardero,,,Calle Nocedillo,
1029205,road,"Calle la Fuente, Vallecillo, Spain",,,,,,,Vallecillo,,Calle la Fuente,
1029742,building,"Cai Escuela Capataces, 34, 33600 Mieres, Spain",33600,Mieres,,La Campeta,,,,La Rotella,Cai Escuela Capataces,
1030858,road,"Calle Langreo, 33980 Laviana, Spain",33980,Laviana,,,,Pola de Laviana,,,Calle Langreo,
1033741,road,"Calle La Argandona, 33205 Gijón, Spain",33205,Gijón,Distrito Centro,,Centro,,,,Calle La Argandona,
1036606,road,"Calle Arquímedes, 33390 Gijón, Spain",33390,Gijón,,,Roces,,,,Calle Arquímedes,
1037601,road,"Camín de L'Arquera, 33392 Gijón, Spain",33392,Gijón,,,,,,Fontaciera,Camín de L'Arquera,
1038175,road,"Camín del Ríu, 33391 Gijón, Spain",33391,Gijón,,Granda,,,,Granda de Baxo,Camín del Ríu,
1038201,natural/water,"Fuente Fombona, Carretera de Posada de Llanera a La Campana, 33424 Llanera, Spain",33424,Llanera,,,,,Llanera,La Bérbola,Carretera de Posada de Llanera a La Campana,
1039334,road,"Calle César Maese Alonso, 33390 Gijón, Spain",33390,Gijón,,,Nuevo Roces,,,,Calle César Maese Alonso,
1039516,commerce,"Centro Comercial, Calle Los Magnolios, 33423 Llanera, Spain",33423,Llanera,,,,,Llanera,Pruvia de Baxo,Calle Los Magnolios,
1039858,building,"Calle Feijoo, 28, 33204 Gijón, Spain",33204,Gijón,Distrito Este,El Bibio,Ceares / Ciares,,,,Calle Feijoo,
1040170,road,"Calle Cervantes, 33206 Gijón, Spain",33206,Gijón,Distrito Centro,,El Carmen,,,,Calle Cervantes,
1041204,road,"Camín de La Cruz, 33392 Gijón, Spain",33392,Gijón,,,,,,Veranes,Camín de La Cruz,
1044331,road,"Camín de La Carbayera, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,,,,,L'Aldea,Camín de La Carbayera,
1044363,road,"Carretera de Nava a Santa Eulalia de Cabranes, 33310 Cabranes, Spain",33310,Cabranes,,,,,,Fresnéu,Carretera de Nava a Santa Eulalia de Cabranes,AS-335
1044682,building,"Edificio Montecristo, Calle Monte Cerráu, 22-24 (A y B), 33006 Oviedo, Spain",33006,Oviedo,,,El Monte Cerráu,,,,Calle Monte Cerráu,
1045194,building,"Calle Nueva, 12, 33900 Llangréu / Langreo, Spain",33900,,,El Pompián,Ciañu,Llangréu / Langreo,,,Calle Nueva,
1045195,building,"Calle Nueva, 12, 33900 Llangréu / Langreo, Spain",33900,,,El Pompián,Ciañu,Llangréu / Langreo,,,Calle Nueva,
1047421,road,"unnamed road, 33954 Llanes, Spain",33954,,,,,Llanes,,Naves,unnamed road,
1047425,road,"unnamed road, 33935 Llangréu / Langreo, Spain",33935,,,,,Llangréu / Langreo,Llangréu / Langreo,El Molín del Rozóu,unnamed road,
1047432,road,"unnamed road, 33954 Llanes, Spain",33954,,,,,Llanes,,Naves,unnamed road,
1047667,road,"Carretera de Sahagún a Renedo de Valderaduey, 24320 Sahagún, Spain",24320,,,,,Sahagún,,,Carretera de Sahagún a Renedo de Valderaduey,LE-6707
1047704,road,"Calle Fernando Vela, 33080 Oviedo, Spain",33080,Oviedo,,Tocote,El Milán,,,,Calle Fernando Vela,
1049611,road,"Avenida Fernando de Castro, 24320 Sahagún, Spain",24320,,,,,Sahagún,,,Avenida Fernando de Castro,
1050266,road,"Carretera de Villaverde y Careñes, 33314 Villaviciosa, Spain",33314,,,,,Villaviciosa,,,Carretera de Villaverde y Careñes,VV-3
1051604,road,"Calle Ramón y Cajal, 33510 Siero, Spain",33510,Siero,,,,,,Urbanización Verdesur - Les Granxes,Calle Ramón y Cajal,
1051631,road,"Senda verde de La Camocha, 33390 Gijón, Spain",33390,Gijón,,,Roces,,,,Senda verde de La Camocha,
1052332,road,"unnamed road, Villaviciosa, Spain",,,,,,Villaviciosa,,,unnamed road,
1052796,building,"Calle Munilla, 14, 33211 Gijón, Spain",33211,Gijón,Distrito Sur,,Pumarín,,,,Calle Munilla,
1052872,road,"unnamed road, Villaviciosa, Spain",,,,,,Villaviciosa,,Venta les Ranes,unnamed road,
1060729,road,"unnamed road, 33350 Siero, Spain",33350,Siero,,,,,Siero,Barbales,unnamed road,
1060731,building,"Avenida de los Monumentos, 21, 33012 Oviedo, Spain",33012,Oviedo,,,Loma del Canto,,,,Avenida de los Monumentos,
1061174,road,"unnamed road, 33510 Noreña, Spain",33510,,,,,,Noreña,La Carril,unnamed road,
1061192,road,"unnamed road, 33510 Noreña, Spain",33510,,,,,,Noreña,La Carril,unnamed road,
1061885,road,"CB-6, 33310 Cabranes, Spain",33310,Cabranes,,,,,Cabranes,Fresnéu,CB-6,CB-6
1061916,road,"unnamed road, 33006 Oviedo, Spain",33006,Oviedo,,,El Monte Cerráu,,,,unnamed road,
1063749,commerce,"Brios, Calle Uría / Cai Uría, 3, 33003 Oviedo, Spain",33003,Oviedo,,,Casco Antiguo,,,,Calle Uría / Cai Uría,
1063939,building,"La Casona, Calle Marqués de Argudín, 33125 Soto del Barco, Spain",33125,Soto del Barco,,El Maumáu,,,Soto del Barco,La Calea,Calle Marqués de Argudín,
1063973,building,"Calle Ceriñola, 25, 33212 Gijón, Spain",33212,Gijón,Distrito Oeste,,Santa Olaya,,,,Calle Ceriñola,
1063979,road,"Calle Ecuador, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Ecuador,
1064015,road,"Camín de la Ponderosa, 33392 Gijón, Spain",33392,Gijón,,,,,,Riera,Camín de la Ponderosa,
1064362,road,"unnamed road, 33683 Mieres, Spain",33683,Mieres,,,,,Mieres,Les Colomines,unnamed road,
1064962,road,"Avenida de Olivares, 33013 Oviedo, Spain",33013,Oviedo,,,Olivares,,,,Avenida de Olivares,
1065079,building,"Calle Costa Rica, 14, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Costa Rica,
1066155,building,"Terrazas de Roces, Calle Benito Otero Martínez, 365 - 385 - 405, 33210 Gijón, Spain",33210,Gijón,,,Nuevo Roces,,,,Calle Benito Otero Martínez,
1066207,road,"Ronda Sur, 33008 Oviedo, Spain",33008,Oviedo,,,Fozaneldi,,,,Ronda Sur,N-630
1066418,road,"Calle Arquímedes, 33390 Gijón, Spain",33390,Gijón,,,Roces,,,,Calle Arquímedes,
1066477,road,"unnamed road, 33170 Oviedo, Spain",33170,Oviedo,,,,,,El Caleyu,unnamed road,
1067813,building,"Magnus Blikstad, 74, 33207 Gijón, Spain",33207,Gijón,Distrito Sur,,Polígono de Pumarín,,,,Magnus Blikstad,
1067824,education,"Colegio Público Asturias, Calle Puerto de Pajares, 33207 Gijón, Spain",33207,Gijón,Distrito Sur,,Polígono de Pumarín,,,,Calle Puerto de Pajares,
1068491,road,"unnamed road, 33199 Siero, Spain",33199,Siero,,,,,,Fonciello,unnamed road,
1069899,road,"Camín del Granxu, 33390 Gijón, Spain",33390,Gijón,,,,,,Mareo de Riba,Camín del Granxu,
1069914,road,"Carretera de Pruvia a Noreña, 33423 Siero, Spain",33423,Siero,,,,,,Castañera,Carretera de Pruvia a Noreña,AS-384
1069919,road,"unnamed road, 33423 Siero, Spain",33423,Siero,,,,,,La Barganiza,unnamed road,
1069923,road,"unnamed road, 33423 Siero, Spain",33423,Siero,,,,,,La Barganiza,unnamed road,
1071570,building,"Calle Eleuterio Quintanilla, 24, 33208 Gijón, Spain",33208,Gijón,Distrito Llano,,,,,,Calle Eleuterio Quintanilla,
1077875,road,"unnamed road, 33180 Siero, Spain",33180,Siero,,,,,,Pañeda Nueva,unnamed road,
1077932,road,"N-120a, 26250 Santo Domingo de la Calzada, Spain",26250,,,,,Santo Domingo de la Calzada,,,N-120a,N-120a
1080407,road,"Carretera de Ujo al Puerto de San Isidro, 33681 Aller, Spain",33681,Aller,,,,,Aller,El Pino,Carretera de Ujo al Puerto de San Isidro,AS-112
1080423,road,"Camín de los Hermanos Canal, 33350 Gijón, Spain",33350,Gijón,,Granda,,,Gijón,Granda de Riba,Camín de los Hermanos Canal,
1080424,road,"Camín de los Hermanos Canal, 33350 Gijón, Spain",33350,Gijón,,Granda,,,Gijón,Granda de Riba,Camín de los Hermanos Canal,
1080425,road,"Camín de los Hermanos Canal, 33350 Gijón, Spain",33350,Gijón,,Granda,,,Gijón,Granda de Riba,Camín de los Hermanos Canal,
